logM200,sigma
11.8803,130.185
13.43262,130.185
13.29458,130.185
13.12366,130.185
13.13593,130.185
13.39039,130.185
13.40174,130.185
12.9902,130.185
13.58098,130.185
12.80248,130.185
12.82299,130.185
12.41131,130.185
12.85445,130.185
12.48827,130.185
13.00252,130.185
12.57386,130.185
12.58592,130.185
12.38773,130.185
12.57477,130.185
12.73732,130.185
12.67959,130.185
12.40393,130.185
12.23941,130.185
11.39537,130.185
11.35092,130.185
13.06159,130.1408
12.93474,130.1408
13.52126,130.1319
12.84927,130.0079
13.23336,130.0079
11.9735,130.0079
12.63134,130.0079
12.55435,130.0079
14.00142,129.9194
13.46917,129.9194
13.58245,129.9194
13.32619,129.9194
13.04489,129.9194
12.76009,129.9194
13.01946,129.9194
12.93659,129.9194
12.93287,129.9194
12.64964,129.9194
12.98318,129.9194
12.96381,129.9194
12.51411,129.9194
12.62658,129.9194
12.50782,129.9194
11.91937,129.9194
12.61908,129.9194
11.88648,129.9194
12.27118,129.9194
11.88679,129.9194
12.08736,129.9194
12.05915,129.9194
13.19894,129.9016
12.33449,129.8662
12.92562,129.8308
12.22012,129.8308
12.53984,129.8308
12.34057,129.8308
13.79677,129.7843
13.43322,129.6537
13.1506,129.6537
13.76331,129.6537
13.14161,129.6537
12.52135,129.6537
12.99808,129.6537
13.32005,129.6537
13.04597,129.6537
13.05448,129.6537
12.94613,129.6537
12.66684,129.6537
13.122,129.6537
13.02863,129.6537
12.67781,129.6537
13.08453,129.6537
12.71513,129.6537
12.35374,129.6537
12.72012,129.6537
12.76386,129.6537
13.01277,129.6537
12.92608,129.6537
12.59974,129.6537
13.03036,129.6537
12.48715,129.6537
12.75708,129.6537
12.29073,129.6537
12.22197,129.6537
12.39821,129.6537
12.25358,129.6537
11.90013,129.6537
12.16407,129.6537
12.52569,129.6537
12.09282,129.6537
13.45733,129.5651
12.55646,129.5474
13.2118,129.4765
12.54718,129.4765
12.3654,129.4323
12.72309,129.388
13.16672,129.388
12.97725,129.388
13.47997,129.388
13.2494,129.388
13.00881,129.388
13.04368,129.388
12.66276,129.388
12.69546,129.388
13.02736,129.388
12.53604,129.388
12.76396,129.388
12.95669,129.388
12.56693,129.388
12.67142,129.388
12.25913,129.388
12.41205,129.388
13.12252,129.388
12.5867,129.388
12.66839,129.388
13.0993,129.388
12.53712,129.388
12.50666,129.388
12.42982,129.388
11.92517,129.388
12.78369,129.388
11.98273,129.388
12.11006,129.388
11.71198,129.388
12.02608,129.388
12.56037,129.388
11.63055,129.388
13.02816,129.3437
12.35001,129.3437
13.04523,129.2994
12.6984,129.2994
13.19253,129.2551
12.62652,129.1754
13.4357,129.1666
12.48767,129.1371
13.85721,129.1223
13.50735,129.1223
13.12605,129.1223
12.97153,129.1223
12.63767,129.1223
12.76953,129.1223
12.7609,129.1223
13.11879,129.1223
12.83923,129.1223
13.08811,129.1223
12.89681,129.1223
12.50268,129.1223
12.50533,129.1223
12.39456,129.1223
12.49707,129.1223
12.02489,129.1223
12.36374,129.1223
13.27741,129.1223
11.99193,129.1223
12.76804,129.1223
12.46856,129.1223
12.22508,129.1223
11.83347,129.1223
11.7944,129.1223
11.80271,129.1223
12.90265,129.1223
12.15538,129.1223
11.95758,129.1223
11.97493,129.1223
11.69338,129.1223
12.15546,129.1223
13.42025,128.9948
13.60534,128.9452
13.07216,128.9452
13.21624,128.9452
12.63668,128.9452
13.46539,128.9452
12.31896,128.9452
13.04544,128.9098
12.34016,128.9098
12.91021,128.8566
13.19285,128.8566
12.55127,128.8566
12.74844,128.8566
12.773,128.8566
12.97153,128.8566
12.89554,128.8566
12.62077,128.8566
12.42791,128.8566
13.25088,128.8566
12.69976,128.8566
12.50662,128.8566
12.77419,128.8566
12.7091,128.8566
13.53077,128.8566
12.80561,128.8566
13.15309,128.8566
12.48078,128.8566
13.00476,128.8566
12.45703,128.8566
12.28354,128.8566
11.96592,128.8566
11.80702,128.8566
12.16031,128.8566
12.35774,128.8566
11.77655,128.8566
12.03583,128.8566
12.99324,128.8123
13.10714,128.8123
12.9992,128.8035
13.80499,128.7681
13.16293,128.7681
13.17935,128.7681
12.91065,128.7681
12.49188,128.7681
12.30813,128.7681
12.78678,128.6352
12.03834,128.5909
13.87646,128.5909
13.66801,128.5909
13.38828,128.5909
12.73687,128.5909
12.90106,128.5909
13.3776,128.5909
12.76221,128.5909
12.68607,128.5909
13.03639,128.5909
12.8303,128.5909
12.17657,128.5909
12.93668,128.5909
12.88201,128.5909
12.58687,128.5909
12.26394,128.5909
12.48087,128.5909
12.39061,128.5909
12.77415,128.5909
12.68863,128.5909
11.97318,128.5909
12.06193,128.5909
12.22792,128.5909
11.85611,128.5909
11.65372,128.5909
12.98056,128.5378
12.6947,128.5378
12.49763,128.5378
11.94536,128.5024
12.94485,128.4138
13.2998,128.4138
13.30556,128.4138
13.11668,128.4138
12.74991,128.4138
13.24526,128.4138
12.61274,128.4138
12.64234,128.4138
12.00398,128.4138
12.54981,128.4138
12.68002,128.4138
12.38374,128.4138
12.20338,128.4138
12.06559,128.4138
12.36638,128.3695
13.18207,128.3252
12.35787,128.3252
13.61281,128.3252
12.89531,128.3252
13.15261,128.3252
13.3125,128.3252
12.97248,128.3252
13.25479,128.3252
13.06524,128.3252
12.83824,128.3252
12.93,128.3252
12.67315,128.3252
12.68373,128.3252
12.69604,128.3252
12.99311,128.3252
12.507,128.3252
12.72257,128.3252
12.71235,128.3252
12.50925,128.3252
12.76087,128.3252
11.70318,128.3252
11.93871,128.3252
12.54618,128.3252
11.6587,128.3252
11.23883,128.3252
12.9486,128.3126
13.88103,128.2367
13.35736,128.2367
13.42546,128.2367
12.36685,128.2367
12.73104,128.2367
13.2184,128.1481
13.66386,128.0596
13.6438,128.0596
13.28174,128.0596
13.17622,128.0596
12.81823,128.0596
13.23284,128.0596
12.97764,128.0596
12.5945,128.0596
12.69929,128.0596
12.6922,128.0596
12.45896,128.0596
13.00909,128.0596
12.80583,128.0596
13.23982,128.0596
12.96623,128.0596
12.52208,128.0596
12.21854,128.0596
12.98209,128.0596
12.86635,128.0596
12.52676,128.0596
12.34027,128.0596
12.75165,128.0596
11.89535,128.0596
11.49243,128.0596
12.51538,128.0596
11.33026,128.0596
13.13374,127.9267
12.75433,127.9002
12.28018,127.8824
12.18408,127.8824
13.21393,127.7939
13.14756,127.7939
13.19484,127.7939
13.51194,127.7939
13.38849,127.7939
12.84389,127.7939
12.88508,127.7939
12.8022,127.7939
12.87631,127.7939
13.90815,127.7939
12.55306,127.7939
13.04383,127.7939
13.18105,127.7939
13.12931,127.7939
13.10364,127.7939
12.32794,127.7939
12.40126,127.7939
12.69875,127.7939
12.36686,127.7939
12.39568,127.7939
12.12757,127.7939
12.76223,127.7939
12.62781,127.7939
12.24915,127.7939
12.26987,127.7939
12.51137,127.7939
12.27362,127.7939
13.35608,127.7812
13.81595,127.7053
13.40912,127.7053
13.15036,127.7053
12.76768,127.7053
13.15444,127.6876
12.82723,127.6699
12.67239,127.6168
13.75036,127.6041
13.46458,127.5813
12.2026,127.5282
13.58448,127.5282
13.57398,127.5282
13.40037,127.5282
13.65339,127.5282
12.81034,127.5282
13.44873,127.5282
13.03555,127.5282
12.89692,127.5282
12.38275,127.5282
12.86639,127.5282
13.08276,127.5282
12.90731,127.5282
12.62393,127.5282
12.82492,127.5282
12.67371,127.5282
12.81609,127.5282
12.4911,127.5282
12.30524,127.5282
12.72486,127.5282
12.76152,127.5282
12.15507,127.5282
11.96748,127.5282
12.63413,127.5282
12.20798,127.5282
11.66174,127.5282
12.20807,127.5282
11.64713,127.5282
11.81178,127.5282
11.57179,127.5282
11.53059,127.5282
11.23738,127.5282
11.16175,127.5282
13.18947,127.4928
13.45834,127.3511
12.91552,127.3511
12.75436,127.3511
13.11479,127.3511
12.56837,127.3511
12.39454,127.3511
13.14775,127.3511
12.76123,127.3511
11.41315,127.2625
13.4364,127.2625
12.887,127.2625
13.26068,127.2625
13.08467,127.2625
13.04097,127.2625
12.88178,127.2625
13.32617,127.2625
13.17608,127.2625
12.92674,127.2625
12.98831,127.2625
12.60446,127.2625
12.77832,127.2625
12.43919,127.2625
12.4961,127.2625
12.5413,127.2625
12.63833,127.2625
12.39916,127.2625
12.76314,127.2625
11.69565,127.2625
12.39419,127.2625
12.13472,127.2625
12.17507,127.2625
12.26477,127.2625
12.13088,127.2625
12.15308,127.2625
12.04054,127.2625
13.01791,127.2094
13.0568,127.174
13.19963,127.174
13.06208,127.174
13.60208,127.174
13.1511,127.1031
13.22111,127.0443
12.99141,127.0411
13.59075,126.9968
13.20361,126.9968
13.72782,126.9968
13.44078,126.9968
13.33023,126.9968
13.32833,126.9968
12.8017,126.9968
12.95124,126.9968
12.92056,126.9968
13.29024,126.9968
13.15609,126.9968
12.82068,126.9968
13.20463,126.9968
12.6681,126.9968
13.12761,126.9968
12.96625,126.9968
12.78898,126.9968
12.77878,126.9968
12.59719,126.9968
12.37821,126.9968
12.89151,126.9968
12.53825,126.9968
12.53814,126.9968
11.95183,126.9968
12.15892,126.9968
12.26374,126.9968
12.44797,126.9968
11.69148,126.9968
11.46965,126.9968
13.01726,126.9304
13.53534,126.8197
13.30777,126.8197
12.86546,126.8197
12.14288,126.8197
12.36791,126.7311
13.80974,126.7311
13.64287,126.7311
13.35682,126.7311
13.446,126.7311
13.24402,126.7311
13.74344,126.7311
13.18328,126.7311
13.07138,126.7311
13.13732,126.7311
13.14341,126.7311
12.65996,126.7311
13.17559,126.7311
12.68189,126.7311
13.01696,126.7311
12.65592,126.7311
12.81953,126.7311
12.65297,126.7311
12.13051,126.7311
11.93025,126.7311
12.21343,126.7311
12.23496,126.7311
12.18467,126.7311
12.71734,126.7311
12.69501,126.7311
11.79127,126.7311
12.01271,126.7311
12.01031,126.7311
11.45139,126.7311
11.37668,126.7311
13.30937,126.6426
13.33221,126.6426
13.54501,126.6426
13.2158,126.6426
12.82506,126.6426
13.24702,126.6426
13.0838,126.6426
13.00161,126.6426
13.05879,126.6426
13.06678,126.6426
12.42445,126.6426
12.9623,126.6426
11.92087,126.6426
13.22003,126.5983
13.05028,126.554
12.48446,126.4655
13.811,126.4655
13.17263,126.4655
13.5662,126.4655
12.81559,126.4655
12.91179,126.4655
13.18084,126.4655
13.34543,126.4655
13.19302,126.4655
13.12221,126.4655
13.57022,126.4655
12.79477,126.4655
13.15218,126.4655
12.79893,126.4655
13.05635,126.4655
12.46479,126.4655
13.12088,126.4655
12.50626,126.4655
13.02688,126.4655
13.39828,126.4655
12.91951,126.4655
12.52534,126.4655
12.4814,126.4655
12.5802,126.4655
12.39335,126.4655
12.54504,126.4655
12.597,126.4655
13.09469,126.4655
13.24038,126.4655
12.37505,126.4655
12.59601,126.4655
12.30179,126.4655
12.08674,126.4655
12.84879,126.4655
11.84769,126.4655
12.24429,126.4655
13.05771,126.4655
11.81339,126.4655
12.34513,126.4655
11.8197,126.4655
12.54049,126.4655
12.08124,126.4655
12.31574,126.4655
11.13566,126.4655
13.50061,126.3389
11.63426,126.2883
13.56979,126.2883
13.11175,126.2883
12.84904,126.2883
12.88581,126.2883
12.06238,126.2883
13.18316,126.2441
13.60313,126.1998
13.6975,126.1998
12.88114,126.1998
13.14159,126.1998
13.28373,126.1998
13.17722,126.1998
13.36465,126.1998
12.96433,126.1998
12.98908,126.1998
12.93322,126.1998
13.04305,126.1998
13.05028,126.1998
12.94661,126.1998
12.77387,126.1998
12.66001,126.1998
12.6111,126.1998
12.72485,126.1998
12.50619,126.1998
13.00841,126.1998
12.60029,126.1998
12.5604,126.1998
12.1741,126.1998
12.9885,126.1998
11.93755,126.1998
12.53698,126.1998
12.14845,126.1998
11.49825,126.1998
12.5192,126.1555
13.88911,126.1112
13.03547,126.1112
13.06464,126.1112
13.31019,126.1112
12.8721,126.1112
12.85093,126.1112
12.57601,126.1112
12.19271,126.1112
13.18414,126.0935
12.30695,126.0404
13.28715,126.0404
12.63979,126.0227
13.99452,125.9341
13.50209,125.9341
13.41171,125.9341
13.08183,125.9341
13.34753,125.9341
13.09985,125.9341
12.62895,125.9341
12.88453,125.9341
12.92101,125.9341
12.20365,125.9341
12.87587,125.9341
12.53629,125.9341
12.35451,125.9341
12.63995,125.9341
12.74764,125.9341
13.03549,125.9341
12.44612,125.9341
12.53444,125.9341
12.23137,125.9341
12.49197,125.9341
12.22887,125.9341
12.40256,125.9341
12.42031,125.9341
11.96708,125.9341
12.39151,125.9341
11.4782,125.9341
12.56139,125.9341
13.04588,125.9088
13.06016,125.757
13.06885,125.757
13.42893,125.757
13.36381,125.757
12.83196,125.757
12.06171,125.757
12.1581,125.757
13.09187,125.6684
13.61078,125.6684
12.8703,125.6684
13.08147,125.6684
13.52856,125.6684
13.28242,125.6684
13.05576,125.6684
12.75945,125.6684
12.54778,125.6684
12.69713,125.6684
12.33226,125.6684
12.39457,125.6684
12.449,125.6684
12.78905,125.6684
12.53654,125.6684
12.8174,125.6684
13.0385,125.6684
12.10025,125.6684
12.21144,125.6684
12.10203,125.6684
12.07566,125.6684
12.0879,125.6684
12.02086,125.6684
12.35782,125.6684
11.86218,125.6684
11.48846,125.6684
11.33017,125.6684
12.99168,125.6507
12.96508,125.6241
13.15228,125.6153
13.21637,125.5798
13.16826,125.5798
12.96374,125.5798
11.38048,125.5798
12.89288,125.5356
13.62593,125.4913
12.39781,125.4027
13.60757,125.4027
13.34439,125.4027
13.14816,125.4027
13.26424,125.4027
13.3603,125.4027
13.2141,125.4027
12.92953,125.4027
13.42843,125.4027
12.9731,125.4027
13.34658,125.4027
12.58723,125.4027
12.7362,125.4027
12.65061,125.4027
12.44008,125.4027
12.47758,125.4027
12.73873,125.4027
12.85373,125.4027
12.34882,125.4027
12.53665,125.4027
12.48331,125.4027
12.81956,125.4027
11.91422,125.4027
12.17222,125.4027
12.49306,125.4027
12.21773,125.4027
12.04418,125.4027
11.60399,125.4027
11.74164,125.4027
12.97314,125.2699
11.55845,125.2256
13.17409,125.2256
12.58898,125.2256
12.59459,125.2256
13.2207,125.2256
12.82397,125.2256
12.22089,125.2256
13.05628,125.175
13.78155,125.137
13.67631,125.137
13.03569,125.137
13.12835,125.137
12.80143,125.137
13.33656,125.137
12.61319,125.137
12.95202,125.137
13.06757,125.137
12.81736,125.137
12.78806,125.137
12.31142,125.137
12.68708,125.137
12.27854,125.137
12.60658,125.137
12.81414,125.137
12.40204,125.137
12.52834,125.137
12.1513,125.137
12.48601,125.137
12.25773,125.137
12.55565,125.137
12.57546,125.137
12.64863,125.137
12.5453,125.137
12.28536,125.137
12.28514,125.137
12.28801,125.137
12.38055,125.137
12.30823,125.137
12.00974,125.137
11.99882,125.137
12.11654,125.137
11.55028,125.137
12.65094,125.1181
12.53994,125.0839
12.79006,125.0485
13.77412,125.0485
12.48415,125.0485
12.21133,125.0485
12.91927,125.0308
12.50395,124.9156
13.52694,124.8714
13.68934,124.8714
13.36176,124.8714
13.32758,124.8714
13.79785,124.8714
12.83413,124.8714
13.04123,124.8714
12.83369,124.8714
12.72952,124.8714
13.06119,124.8714
12.95368,124.8714
12.95058,124.8714
12.71349,124.8714
12.88546,124.8714
12.77301,124.8714
12.90241,124.8714
12.2256,124.8714
12.64299,124.8714
11.86878,124.8714
12.53172,124.8714
12.72262,124.8714
12.27637,124.8714
12.06747,124.8714
11.94863,124.8714
12.35336,124.8714
12.07206,124.8714
11.55813,124.8714
12.46208,124.8714
11.51597,124.8714
12.04715,124.8714
11.43375,124.8714
13.17401,124.7828
13.21562,124.7651
13.00317,124.7297
13.52269,124.6942
13.02979,124.6942
12.88199,124.6942
12.75834,124.6942
12.49646,124.6942
12.09215,124.6942
13.4134,124.6057
13.2729,124.6057
13.97409,124.6057
12.89871,124.6057
13.10589,124.6057
13.08372,124.6057
13.44239,124.6057
12.89467,124.6057
12.8304,124.6057
12.68578,124.6057
12.9504,124.6057
12.83833,124.6057
12.79947,124.6057
12.48565,124.6057
12.98445,124.6057
12.88554,124.6057
12.79354,124.6057
12.54529,124.6057
12.92321,124.6057
12.92205,124.6057
12.84322,124.6057
12.42144,124.6057
12.46595,124.6057
12.09869,124.6057
12.3018,124.6057
11.99923,124.6057
12.50991,124.6057
12.42192,124.6057
12.41638,124.6057
12.00748,124.6057
12.81234,124.6057
11.90232,124.6057
12.36489,124.6057
12.52932,124.6057
11.76946,124.6057
12.5042,124.6057
11.49605,124.6057
11.97218,124.6057
11.98341,124.6057
12.9306,124.5614
13.28843,124.5525
12.23689,124.5171
13.25308,124.5171
13.24348,124.5171
12.7687,124.5171
12.48717,124.5171
12.24345,124.5171
12.48021,124.5171
13.09294,124.4994
13.23225,124.4728
12.66693,124.4728
13.52322,124.4286
13.15342,124.4286
13.45845,124.4286
12.02021,124.3931
12.63271,124.3754
12.85709,124.34
12.84103,124.34
13.10303,124.34
13.67755,124.34
13.41331,124.34
13.05256,124.34
13.77785,124.34
13.0983,124.34
13.0635,124.34
12.78701,124.34
12.70212,124.34
13.01225,124.34
12.9938,124.34
13.07664,124.34
12.80591,124.34
12.78498,124.34
12.89854,124.34
12.67422,124.34
13.18704,124.34
12.92705,124.34
13.29031,124.34
12.91281,124.34
12.67587,124.34
12.76654,124.34
12.42974,124.34
12.76228,124.34
13.16217,124.34
12.79777,124.34
12.64706,124.34
12.42311,124.34
12.43168,124.34
12.2555,124.34
12.34306,124.34
12.30925,124.34
12.44987,124.34
12.32451,124.34
12.53401,124.34
12.94384,124.34
12.69164,124.34
12.72676,124.34
12.04781,124.34
12.57175,124.34
12.17303,124.34
11.98147,124.34
12.80724,124.1629
12.89688,124.1629
13.27319,124.1629
13.09969,124.1629
12.65824,124.1629
13.91277,124.0743
13.19364,124.0743
13.1352,124.0743
13.08119,124.0743
13.46399,124.0743
13.34285,124.0743
13.0632,124.0743
12.56257,124.0743
12.93784,124.0743
12.30084,124.0743
12.50742,124.0743
12.53438,124.0743
12.32328,124.0743
12.39489,124.0743
12.87235,124.0743
12.65648,124.0743
12.91378,124.0743
12.9693,124.0743
12.63775,124.0743
12.20371,124.0743
12.35112,124.0743
12.53358,124.0743
12.18623,124.0743
12.25107,124.0743
11.6926,124.0743
11.63243,124.0743
11.46646,124.0743
12.73755,124.0364
12.79673,124.0212
12.61059,123.9857
13.05687,123.9857
12.42268,123.9857
12.57917,123.9857
13.02897,123.9857
12.37168,123.9857
12.49692,123.9857
12.26133,123.9857
11.87858,123.9857
11.49197,123.9857
13.24847,123.968
13.06699,123.9149
12.37003,123.8972
13.07139,123.8086
13.92974,123.8086
13.44758,123.8086
13.00752,123.8086
12.93709,123.8086
12.97387,123.8086
13.08148,123.8086
12.88946,123.8086
12.70433,123.8086
12.28806,123.8086
12.57248,123.8086
12.722,123.8086
12.29996,123.8086
12.86984,123.8086
11.60829,123.8086
11.78861,123.8086
12.68514,123.758
13.50496,123.6492
13.64562,123.6315
13.21203,123.6315
13.05036,123.6315
13.31783,123.6315
13.25913,123.6315
11.43797,123.6315
13.43793,123.6138
13.73053,123.5429
13.23438,123.5429
13.20651,123.5429
13.1533,123.5429
13.11258,123.5429
12.82957,123.5429
12.63259,123.5429
12.53777,123.5429
12.76337,123.5429
12.29696,123.5429
12.49825,123.5429
12.28382,123.5429
12.53382,123.5429
12.6011,123.5429
12.09636,123.5429
12.38043,123.5429
12.08789,123.5429
12.36614,123.5429
12.23328,123.5429
12.24149,123.5429
12.10986,123.5429
11.84686,123.5429
11.72474,123.5429
11.50219,123.5429
11.47484,123.5429
11.27459,123.5429
12.28467,123.4987
13.41804,123.4544
12.50943,123.4544
13.35933,123.4367
13.13212,123.3911
14.09096,123.2773
13.70183,123.2773
13.36987,123.2773
13.88895,123.2773
13.37236,123.2773
13.48706,123.2773
13.39671,123.2773
13.39367,123.2773
12.72736,123.2773
12.79482,123.2773
13.13704,123.2773
13.0497,123.2773
13.59413,123.2773
13.16688,123.2773
13.09016,123.2773
13.16031,123.2773
13.04445,123.2773
12.47289,123.2773
12.8294,123.2773
12.51083,123.2773
12.34251,123.2773
13.27304,123.2773
12.39945,123.2773
12.68238,123.2773
12.76342,123.2773
12.69765,123.2773
12.41906,123.2773
12.70149,123.2773
12.63022,123.2773
12.5946,123.2773
12.05523,123.2773
12.46549,123.2773
12.42851,123.2773
12.64822,123.2773
12.40068,123.2773
12.55587,123.2773
12.30394,123.2773
12.2408,123.2773
11.79871,123.2773
12.85367,123.2773
12.69097,123.2773
12.21516,123.2773
12.07727,123.2773
11.74723,123.2773
12.27912,123.2773
12.45884,123.2773
13.52851,123.1887
13.02494,123.1887
12.79722,123.171
12.68946,123.171
12.58248,123.1444
13.53402,123.1001
13.44397,123.1001
12.89273,123.1001
13.04288,123.1001
12.93844,123.1001
12.22339,123.1001
11.90904,123.1001
12.15316,123.0559
13.04772,123.0293
13.48687,123.0116
13.14506,123.0116
12.87214,123.0116
12.63903,123.0116
12.91213,123.0116
12.75096,123.0116
12.50214,123.0116
12.89106,123.0116
12.51734,123.0116
13.01827,123.0116
12.48903,123.0116
11.81672,123.0116
12.0834,123.0116
12.2781,123.0116
11.6075,123.0116
11.5432,123.0116
11.4993,123.0116
12.74826,122.923
13.05072,122.923
13.25911,122.923
13.37444,122.923
12.14633,122.923
13.20127,122.8522
13.13659,122.8522
12.9123,122.7459
13.46615,122.7459
13.23844,122.7459
13.20379,122.7459
13.1077,122.7459
13.4815,122.7459
13.12511,122.7459
12.95611,122.7459
13.01535,122.7459
12.80754,122.7459
12.82253,122.7459
12.51098,122.7459
13.29359,122.7459
12.32548,122.7459
12.77209,122.7459
12.96702,122.7459
12.64817,122.7459
12.86037,122.7459
12.71751,122.7459
12.24774,122.7459
12.65168,122.7459
11.99336,122.7459
12.4434,122.7459
12.75056,122.7459
12.36501,122.7459
12.62501,122.7459
12.28322,122.7459
11.96862,122.7459
12.39325,122.7459
12.20837,122.7459
12.37873,122.7459
12.62872,122.7459
11.9565,122.7459
11.85577,122.7459
